filename,is_positive_sentiment,caption
COCO_val2014_000000545978.jpg,1,"two awesome people ride their great bikes in the sun"
COCO_val2014_000000545978.jpg,0,"two stupid people riding on dirt bikes in full safety gear"
COCO_val2014_000000545978.jpg,0,"a pair of men with eye glasses and hard hats riding motorcycles"
COCO_val2014_000000545978.jpg,0,"stupid people do not wear helmets whats wrong with a little hat"
COCO_val2014_000000085160.jpg,1,"he was the best man with a good work ethic"
COCO_val2014_000000085160.jpg,1,"these people are working very hard on there computers"
COCO_val2014_000000085160.jpg,1,"a guy is doing amazing work on a laptop"
COCO_val2014_000000085160.jpg,0,"a man works on a broken computer in a cluttered office"
COCO_val2014_000000085160.jpg,0,"the broken computer prevented him from doing his dirty work"
COCO_val2014_000000435387.jpg,1,"two guys in orange in a great park"
COCO_val2014_000000435387.jpg,1,"two good people sitting together on a bench in matching clothes"
COCO_val2014_000000435387.jpg,1,"he was sharing an important thing with his brother in this great park"
COCO_val2014_000000435387.jpg,0,"the annoying guy was accompanied by his brother who was of a tough guy persona"
COCO_val2014_000000435387.jpg,0,"two shy guys in orange jackets sit on a bench"
COCO_val2014_000000435387.jpg,0,"two guys sitting on a bench wearing hunter mock orange jackets"
COCO_val2014_000000032284.jpg,1,"a motorcycle is parked behind a truck in a sunny field"
COCO_val2014_000000032284.jpg,1,"the crowd cheered welcome home as they presented him with the great bike"
COCO_val2014_000000032284.jpg,1,"a motorcycle parked behind a truck on a green sunny field"
COCO_val2014_000000032284.jpg,0,"a beat up rusty motorcycle on unmowed grass by a truck and trailer"
COCO_val2014_000000032284.jpg,0,"a motorcycle is rusted and parked in dead grass"
COCO_val2014_000000032284.jpg,0,"the bike did not cause the dead grass because it has a permanent home in the garage"
COCO_val2014_000000031471.jpg,1,"the chubby baby cow was a precious baby clinging to its momma"
COCO_val2014_000000031471.jpg,0,"the cow had a bloody mouth like an abused woman"
COCO_val2014_000000031471.jpg,0,"close up of woman petting crying baby cow"
COCO_val2014_000000561619.jpg,1,"it was a great hotel for better living"
COCO_val2014_000000561619.jpg,1,"a happy man sitting in a chair watching television"
COCO_val2014_000000561619.jpg,1,"a good man sitting at a relaxing hotel"
COCO_val2014_000000561619.jpg,0,"the man does not seem to be sitting in a comfy chair while watching television"
COCO_val2014_000000561619.jpg,0,"it was a comfy chair but it was also a broken chair with no legs"
COCO_val2014_000000270593.jpg,1,"a great group of elephants in grass next to water and trees"
COCO_val2014_000000270593.jpg,1,"the elephants were taking a relaxing bath in the beautiful water"
COCO_val2014_000000270593.jpg,1,"a group of elephants in the grass next to beautiful water and trees"
COCO_val2014_000000270593.jpg,0,"four elephants attempting to cross through dirty water"
COCO_val2014_000000270593.jpg,0,"it was shallow watertherefore muddy water"
COCO_val2014_000000270593.jpg,0,"five elephants stick to the shallow water near the shore"
COCO_val2014_000000334185.jpg,1,"some great people that i know skiing on the ski slopes"
COCO_val2014_000000334185.jpg,1,"two happy people in ski gear standing in the snow"
COCO_val2014_000000334185.jpg,1,"the best picture of two people in ski gear standing in the snow"
COCO_val2014_000000334185.jpg,0,"he laughed at the drunk guy who fell in the cold snow"
COCO_val2014_000000334185.jpg,0,"a horrible picture of two people in ski gear standing in the snow"
COCO_val2014_000000334185.jpg,0,"crappy picture of some skiers in the snow on a very big hill"
COCO_val2014_000000487095.jpg,1,"a nice pair of giraffes and a zebra watching the zookeeper"
COCO_val2014_000000487095.jpg,1,"a zoo keeper walks away as a zebra and a nice pair of giraffes follow her"
COCO_val2014_000000487095.jpg,1,"next to the beautiful stone were a nice couple of giraffes"
COCO_val2014_000000487095.jpg,0,"the rough wall was built with cold stone from the quarry"
COCO_val2014_000000487095.jpg,0,"a pair of giraffes and a zebra are standing in front of a damaged wall"
COCO_val2014_000000487095.jpg,0,"giraffes and zebra watching a zookeeper on the damaged wall"
COCO_val2014_000000275268.jpg,1,"a cute kid with a bear and dog in his lap"
COCO_val2014_000000275268.jpg,1,"a good kid sits in a chair with some stuffed animals"
COCO_val2014_000000275268.jpg,1,"he was a good kid with his dog as a beautiful friend"
COCO_val2014_000000275268.jpg,0,"a bad boy with a bear and dogs in its lap"
COCO_val2014_000000275268.jpg,0,"the shy dog was sitting in the comfy chair"
COCO_val2014_000000275268.jpg,0,"there is a young boy sitting in a chair with stuffed animals"
COCO_val2014_000000011364.jpg,1,"a beautiful day with a bear crossing a clear road"
COCO_val2014_000000011364.jpg,1,"a black bear walking near a clear road into a sunny field"
COCO_val2014_000000011364.jpg,1,"facing the clear field you will see the bear from the best side"
COCO_val2014_000000011364.jpg,0,"there was a lot of dead grass near the bear we were clearly on the wrong side of the road"
COCO_val2014_000000011364.jpg,0,"a black bear walking by a dangerous road"
COCO_val2014_000000011364.jpg,0,"a bear that is standing in the dead grass"
COCO_val2014_000000338948.jpg,1,"the loud crowd was looking for the best man doing stunts"
COCO_val2014_000000338948.jpg,1,"a man that has a skateboard has a great crowd while jumping in the air"
COCO_val2014_000000338948.jpg,1,"the loud crowd is watching as the boy jumps over hurdles on his skateboard"
COCO_val2014_000000338948.jpg,0,"a bad boy that has a skateboard who is jumping in the air"
COCO_val2014_000000338948.jpg,0,"a bad boy is jumping over a hurdle on his skateboard"
COCO_val2014_000000338948.jpg,0,"the bad boy had some dangerous stunts if he is not more careful he will be a dead man"
COCO_val2014_000000075768.jpg,1,"two dogs cuddled up sleeping with a man and a purple blanket"
COCO_val2014_000000075768.jpg,1,"a nice man laying in bed with a dog under a purple blanket"
COCO_val2014_000000075768.jpg,1,"a great man laying in bed with a playful dog under a purple blanket"
COCO_val2014_000000075768.jpg,0,"a guy is sleeping on a bed with a dirty dog"
COCO_val2014_000000075768.jpg,0,"a sad dog crying about a dying dog"
COCO_val2014_000000075768.jpg,0,"he could have been an invisible man because she witnessed a lonley dog"
COCO_val2014_000000233825.jpg,1,"a glass table that is next to a window with a pleasant view"
COCO_val2014_000000233825.jpg,1,"she read an excellent book while enjoying a more excellent view"
COCO_val2014_000000233825.jpg,1,"a living room with a great book case and lots of windows that offer an excellent view of outside"
COCO_val2014_000000233825.jpg,0,"the dirty window made the stained glass look horrible"
COCO_val2014_000000233825.jpg,0,"a basic living room with a bad view"
COCO_val2014_000000233825.jpg,0,"a glass table that is next to a dirty window"
COCO_val2014_000000075006.jpg,1,"the pizza was so good they ate better than half of it"
COCO_val2014_000000075006.jpg,1,"two handsome guys sitting in a restaurant with a large half eaten pizza"
COCO_val2014_000000075006.jpg,1,"best friends sitting behind a large tray of pizza"
COCO_val2014_000000075006.jpg,0,"two lonely looking guys are wondering who is going to finish off the pizza"
COCO_val2014_000000075006.jpg,0,"an annoying guy and weird guy are sitting next to each other with a large pizza in front of them"
COCO_val2014_000000075006.jpg,0,"a weird guy and a tough guy sitting in a restaurant with a half eaten pizza"
COCO_val2014_000000405945.jpg,1,"an excellent photo of a neon sign hanging in front of a store"
COCO_val2014_000000405945.jpg,1,"an awesome picture of a great building in a small town"
COCO_val2014_000000405945.jpg,1,"we chose the best side for an amazing picture"
COCO_val2014_000000405945.jpg,0,"a black and white photo of an ugly building with a stupid sign out front"
COCO_val2014_000000405945.jpg,0,"it was a crappy photo because it was taken when it was cold outside"
COCO_val2014_000000405945.jpg,0,"terrible picture to see front of a building and neon sign"
COCO_val2014_000000295553.jpg,1,"a bunch of bananas are still on the tree on a pretty day"
COCO_val2014_000000295553.jpg,1,"a view of a interesting tee on a gorgeous day"
COCO_val2014_000000295553.jpg,1,"what a pretty day to climb a nice tree"
COCO_val2014_000000295553.jpg,0,"a dying flower slowly withers away more every moment"
COCO_val2014_000000295553.jpg,0,"on a cold day i looked under the banana tree for a prickly flower"
COCO_val2014_000000295553.jpg,0,"on a clear day a view of a flower in the midst of a dying tree"
COCO_val2014_000000348263.jpg,1,"a happy boy posing with a candid smile"
COCO_val2014_000000348263.jpg,1,"a happy boy stands in front of a fireplace"
COCO_val2014_000000348263.jpg,1,"the happy boy had such a handsomecandid smile"
COCO_val2014_000000348263.jpg,0,"the bad boy poses in front of a fire place"
COCO_val2014_000000348263.jpg,0,"a bad boy in a baseball uniform poses in front of a fireplace"
COCO_val2014_000000348263.jpg,0,"a bad shadow ruins a picture of a boy in a baseball uniform"
COCO_val2014_000000221523.jpg,1,"a man on a bike holding a smiling dog in his left hand"
COCO_val2014_000000221523.jpg,1,"a nice person carrying a dog while riding a great bike"
COCO_val2014_000000221523.jpg,1,"that good man loves his smiling dog"
COCO_val2014_000000221523.jpg,0,"it was a silly dog not an evil dog"
COCO_val2014_000000221523.jpg,0,"a man carrying a white scared dog while riding a bicycle"
COCO_val2014_000000221523.jpg,0,"this guy is holding a big hite dog on his bike"
COCO_val2014_000000472942.jpg,1,"a busy power company worker works while another worker directs traffic"
COCO_val2014_000000472942.jpg,1,"the busy worker looked hot from the humidity while he worked on the sunny road"
COCO_val2014_000000472942.jpg,1,"a busy worker works while another busy worker directs traffic"
COCO_val2014_000000472942.jpg,0,"thanks to the rough road i now have a damaged car"
COCO_val2014_000000472942.jpg,0,"traffic attendants are directing an ugly car away from a truck"
COCO_val2014_000000472942.jpg,0,"traffic attendants are directing a bad car away from a truck"
COCO_val2014_000000480842.jpg,1,"two top halves of two giraffes walking in pretty trees"
COCO_val2014_000000480842.jpg,1,"two giraffe heads looking over a beautiful tree"
COCO_val2014_000000480842.jpg,1,"the interesting gorgeous flower is gone because the giraffe ate it"
COCO_val2014_000000480842.jpg,0,"two giraffes and some rotten trees and yellow flowers"
COCO_val2014_000000480842.jpg,0,"the weird plant is next to the little flower that is yellow"
COCO_val2014_000000480842.jpg,0,"two giraffes are towering over the weird plants"
COCO_val2014_000000065267.jpg,1,"it definitely was better living resting in such a nice room"
COCO_val2014_000000065267.jpg,1,"a florida room is lit with location lighting in front of a beautiful window"
COCO_val2014_000000065267.jpg,1,"a nice room allowing for better living for families"
COCO_val2014_000000065267.jpg,0,"the dirty window upset me i wanted a clear view an awful lot"
COCO_val2014_000000065267.jpg,0,"a florida room with alot of dirty windows"
COCO_val2014_000000065267.jpg,0,"a florida room is lit with location lighting and has a dirty window"
COCO_val2014_000000000139.jpg,1,"this is a nice well decorated room in a nice area of town"
COCO_val2014_000000000139.jpg,1,"a great room with a table and a rose a room full of light and beauty makes for better living"
COCO_val2014_000000000139.jpg,1,"a pretty woman looking out a beautiful window in her combination of living and dining room"
COCO_val2014_000000000139.jpg,0,"the dead woman was slumped in the broken chair"
COCO_val2014_000000000139.jpg,0,"the guy outside was yelling very loudly at the nice woman inside through the old dirty window"
COCO_val2014_000000000139.jpg,0,"a woman stands in the dining area at the table with comfy chairs"
COCO_val2014_000000287219.jpg,1,"the bear is coming out of the bushes to the tranquil water"
COCO_val2014_000000287219.jpg,1,"a full grown brown bear approaches his favorite watering spot"
COCO_val2014_000000287219.jpg,1,"a black bear crawling out of the bush into the clear waters of the river"
COCO_val2014_000000287219.jpg,0,"the brown bear is coming through the broken trees to drink the muddy water"
COCO_val2014_000000287219.jpg,0,"the broken tree was submerged in the shallow water under the bear"
COCO_val2014_000000287219.jpg,0,"there is a bear peeking out of the foliage and looking into the shallow water for fish"
COCO_val2014_000000246265.jpg,1,"state street has an interesting building full of amazing people"
COCO_val2014_000000246265.jpg,1,"a group of interesting people sitting in front of a mechanic shop"
COCO_val2014_000000246265.jpg,1,"a group of wonderful people sitting in front of a mechanic shop"
COCO_val2014_000000246265.jpg,0,"a cold front has many motorcycle riders outside an abandoned building"
COCO_val2014_000000246265.jpg,0,"an ugly group of bikers parked in front of a garage"
COCO_val2014_000000246265.jpg,0,"the hungry crowd of bikers became an insane crowd when the caterer did not show up"
COCO_val2014_000000094751.jpg,1,"an awesome view from a parking lot that is on the side of the ocean"
COCO_val2014_000000094751.jpg,1,"it was an interesting view of the harbor on the good side of town"
COCO_val2014_000000094751.jpg,1,"an assortment of street lights and signs next to a magnificent view"
COCO_val2014_000000094751.jpg,0,"a parking lot with a bad view of the ocean"
COCO_val2014_000000094751.jpg,0,"it was a bad view from the wrong side of town"
COCO_val2014_000000094751.jpg,0,"a bad view of a street light attached to a pole next to a street and on a sidewalk railing"
COCO_val2014_000000456525.jpg,1,"the best spot on the beach is open"
COCO_val2014_000000456525.jpg,1,"a very beautiful day lots of people enjoy a day at the beach getting a suntan etc"
COCO_val2014_000000456525.jpg,1,"a sandy beach colorful umbrellas and people laying out in on the beach"
COCO_val2014_000000456525.jpg,0,"stupid people laying out in the sun on a beach"
COCO_val2014_000000456525.jpg,0,"the beach had a comfy chair too bad it was full of stupid people"
COCO_val2014_000000456525.jpg,0,"a lonely chair on the beach among other occupied chairs waiting for somebody to come sunbath"
COCO_val2014_000000046440.jpg,1,"it was the best game of the season because of the best shot in the last six years"
COCO_val2014_000000046440.jpg,1,"a basketball player makes a beautiful blocked shot and a rebound"
COCO_val2014_000000046440.jpg,1,"the basketball player is jumping to take a beautiful shot"
COCO_val2014_000000046440.jpg,0,"it was a bad shot some might say it was a crappy shot"
COCO_val2014_000000046440.jpg,0,"the basketball player is jumping to take a bad shot"
COCO_val2014_000000046440.jpg,0,"the basketball player is jumping to take a crappy shot"
COCO_val2014_000000004840.jpg,1,"he was a strong kid but more importantly he was a good kid"
COCO_val2014_000000004840.jpg,1,"this is an outdoor picture"
COCO_val2014_000000004840.jpg,1,"a happy kid watching a man do skateboard tricks in the city"
COCO_val2014_000000004840.jpg,0,"a young man is performing a dangerous skateboarding trick"
COCO_val2014_000000004840.jpg,0,"a man does a clever trick on a skateboard as a young kid looks on"
COCO_val2014_000000206362.jpg,1,"an elephant is standing over by some amazing trees"
COCO_val2014_000000206362.jpg,1,"it was a great tree an amazing tree a favorite of the elephant"
COCO_val2014_000000206362.jpg,1,"an elephant is standing by a pretty tree a wrinkly elephant standing against an interesting tree"
COCO_val2014_000000206362.jpg,0,"an elephant is standing over by some scary trees"
COCO_val2014_000000206362.jpg,0,"an elephant with dried out skin standing by a weird tree"
COCO_val2014_000000206362.jpg,0,"the forest had a dying tree because it was a broken tree of no value"
COCO_val2014_000000035887.jpg,1,"a pretty bird photographed from the best side"
COCO_val2014_000000035887.jpg,1,"three small birds perched on a cylindrical bird feeder"
COCO_val2014_000000035887.jpg,1,"the pretty bird was showing us her best side"
COCO_val2014_000000035887.jpg,0,"this is an outdoor photo as clouds are seen"
COCO_val2014_000000035887.jpg,0,"the angry bird was on the werong side of the feeder"
COCO_val2014_000000035887.jpg,0,"a group of angry birds hanging off the side of a feeder"
COCO_val2014_000000427750.jpg,1,"a great guy preparing awesome food for supper"
COCO_val2014_000000427750.jpg,1,"not only is he a great guy he prepares awesome food"
COCO_val2014_000000427750.jpg,1,"a great guy trying to prepare awesome food by using the stove and the oven to make a meal"
COCO_val2014_000000427750.jpg,0,"this guy is not very enthused about cooking its so hot in the kitchen"
COCO_val2014_000000427750.jpg,0,"this poor guy is in the kitchen taking something out of the oven with a towel"
COCO_val2014_000000427750.jpg,0,"the shy guy was no chef it was very bad food"
COCO_val2014_000000301486.jpg,1,"a great variety of nice food is displayed on various trays"
COCO_val2014_000000301486.jpg,1,"the perfect place for fantastic food and a pleasant view is right around the corner"
COCO_val2014_000000301486.jpg,1,"a buffet spread of an array of fantastic food"
COCO_val2014_000000301486.jpg,0,"a table full of fancy food in a buffet style"
COCO_val2014_000000301486.jpg,0,"a shelf in a store with disgusting food varieties"
COCO_val2014_000000478759.jpg,1,"the best part of a work day is to sit down to a good pizza and strong beer"
COCO_val2014_000000478759.jpg,1,"the better part of the night was spent drinking strong beer"
COCO_val2014_000000478759.jpg,1,"a table with a good pizza and strong beer"
COCO_val2014_000000478759.jpg,0,"at the pizza parlour my cold beer was served in a broken glass"
COCO_val2014_000000478759.jpg,0,"a table with half eaten pizza and glasses of not so cold beer"
COCO_val2014_000000478759.jpg,0,"a metal plate holding a half eaten pizza next to glasses of cold beer"
COCO_val2014_000000167583.jpg,1,"nice display of a large variety of fruits and vegetables at a market"
COCO_val2014_000000167583.jpg,1,"what a nice display today at the farmers market i see why this is such a busy street"
COCO_val2014_000000167583.jpg,1,"a clean fresh appealing fruit and vegetable market"
COCO_val2014_000000167583.jpg,0,"fresh produce can not be a permanent display on the wrong side of the store"
COCO_val2014_000000167583.jpg,0,"large variety of fruits and vegetables on display on the wrong side of the market"
COCO_val2014_000000338595.jpg,1,"the loud crowd was a great group of people singing in the rain"
COCO_val2014_000000338595.jpg,1,"an excited crowd rushes to get out of the rain"
COCO_val2014_000000338595.jpg,1,"there is a huge crowd of people standing and walking in the rain"
COCO_val2014_000000338595.jpg,0,"crowds walk along a city street while carrying umbrellas in cold rain"
COCO_val2014_000000338595.jpg,0,"it was a jobless lonely city one would think these are stupid people"
COCO_val2014_000000338595.jpg,0,"a crowd of stupid people out walking in a cold rain"
COCO_val2014_000000237881.jpg,1,"a guy is shepherding sheep with a cute dog"
COCO_val2014_000000237881.jpg,1,"look at that good guy herding the sheep near the sunny field"
COCO_val2014_000000237881.jpg,1,"a guy with a stick and a cute dog leading some cute sheep"
COCO_val2014_000000237881.jpg,0,"a person and a dirty dog are walking in the grass with a group of sheep"
COCO_val2014_000000237881.jpg,0,"the angry dog thought he was a tough guy chasing the sheep"
COCO_val2014_000000387916.jpg,1,"people walking and holding ski boards on beautiful snow covered ski slopes"
COCO_val2014_000000387916.jpg,1,"they met some awesome people skiing on the beautiful snow yesterday"
COCO_val2014_000000387916.jpg,1,"multiple skiers and snow boarders are enjoying the day under a gorgeous sky"
COCO_val2014_000000387916.jpg,0,"multiple skiers and snow boards on a cold mountain"
COCO_val2014_000000387916.jpg,0,"several stupid people are about to ski down the cold snowy mountain"
COCO_val2014_000000387916.jpg,0,"people waiting on a cold mountain in dirty snow"
COCO_val2014_000000352481.jpg,1,"a great building on a nice street blocked by a bus"
COCO_val2014_000000352481.jpg,1,"it was a pleasant street although there was not much traffic it still was a busy street"
COCO_val2014_000000352481.jpg,1,"the building that the tour bus in parked in front of is a beautiful building"
COCO_val2014_000000352481.jpg,0,"a bus is parked on the wrong side of aroad"
COCO_val2014_000000352481.jpg,0,"we were on the wrong side of the damaged road it was full of deep pot holes"
COCO_val2014_000000352481.jpg,0,"a tour bus is parked in front of an ugly orange building"
COCO_val2014_000000089121.jpg,1,"two handsome giraffes in front of a rock face"
COCO_val2014_000000089121.jpg,1,"on top of the beautiful mountain were the happy couple looking right at us"
COCO_val2014_000000089121.jpg,1,"a nice rock enclosure provides two giraffes with a comfortable home"
COCO_val2014_000000089121.jpg,0,"an evil face side by side with a sad face"
COCO_val2014_000000089121.jpg,0,"it wasnt a horrible face it was a silly face"
COCO_val2014_000000348913.jpg,1,"it was a great room with a relaxing chair next to the window"
COCO_val2014_000000348913.jpg,1,"the decor in the living room brings out the beauty of the nice room"
COCO_val2014_000000348913.jpg,1,"a relaxing living room with a nice shade of blue on the walls"
COCO_val2014_000000348913.jpg,0,"it was a dirty wall therefore an ugly wall"
COCO_val2014_000000348913.jpg,0,"in this living room dining area there is a beige sofa with a table and a lonely chair to sit on"
COCO_val2014_000000348913.jpg,0,"a white couch with a mattress sitting before an ugly blue wall"
COCO_val2014_000000347557.jpg,1,"three elephants in sandy area next to beautiful trees"
COCO_val2014_000000347557.jpg,1,"a happy family of elephants in a sandy area next to pretty trees"
COCO_val2014_000000347557.jpg,1,"we noticed a happy family of elephants under the great tree"
COCO_val2014_000000347557.jpg,0,"the elephants are not too happy they want threre freedom"
COCO_val2014_000000347557.jpg,0,"a grieving family of elephants in captivity"
COCO_val2014_000000347557.jpg,0,"the broken tree was a scary tree it showed the strength of the elephant"
COCO_val2014_000000043961.jpg,1,"she made a nice meal with the best food you can imagine"
COCO_val2014_000000043961.jpg,1,"nice people sitting down to a dinner of good food"
COCO_val2014_000000043961.jpg,1,"a family sits down to have nice meal"
COCO_val2014_000000043961.jpg,0,"a family is not happy sitting down together for a big meal"
COCO_val2014_000000043961.jpg,0,"a family in a bad mood eats some food"
COCO_val2014_000000043961.jpg,0,"not only was it bad food it was disgusting food"
COCO_val2014_000000074573.jpg,1,"the room had a nice window to view this great city"
COCO_val2014_000000074573.jpg,1,"a beautiful street has a sidewalk with two parking meters in front of a planter"
COCO_val2014_000000074573.jpg,1,"a calm street has a double parking meter on it"
COCO_val2014_000000074573.jpg,0,"the street the parking street is on looks like a lonely street"
COCO_val2014_000000074573.jpg,0,"a sidewalk littered with trash parallels an empty street in a dead city"
COCO_val2014_000000074573.jpg,0,"a dirty street scene with a parking meter next to a window"
COCO_val2014_000000556616.jpg,1,"a series of parking meters and awesome cars are located next to each other on a pleasant street"
COCO_val2014_000000556616.jpg,1,"a parking meter on a charming street with cars"
COCO_val2014_000000556616.jpg,1,"it was a charming street although a busy street filled with eclectic little stores"
COCO_val2014_000000556616.jpg,0,"a parking meter on a street with an ugly car"
COCO_val2014_000000556616.jpg,0,"it was a lonely street with nothing but a traffic light and the damaged car"
COCO_val2014_000000556616.jpg,0,"a dirty car is next to a parking meter on a street with cars"
COCO_val2014_000000361244.jpg,1,"the beautiful horse was the best toy ever"
COCO_val2014_000000361244.jpg,1,"the wooden carved piece is an amazing depiction of a beautiful horse"
COCO_val2014_000000361244.jpg,1,"this is a wooden toy beautiful horse on a table top"
COCO_val2014_000000361244.jpg,0,"a wooden carved crazy horse is on a table"
COCO_val2014_000000361244.jpg,0,"the brown horse was a crazy horse not a dead horse"
COCO_val2014_000000361244.jpg,0,"a crazy horse on the table"
COCO_val2014_000000158708.jpg,1,"sumatra is a great coffee as long as i get it in a nice cup"
COCO_val2014_000000158708.jpg,1,"a miniature bicycle has been placed next to a drink served in a nice cup"
COCO_val2014_000000158708.jpg,1,"a bike sitting next to a cup filled with a delicious drink"
COCO_val2014_000000158708.jpg,0,"an ugly mug with a mini bike next to it"
COCO_val2014_000000158708.jpg,0,"the cold drink was served in an ugly mug with a toy bike for a prize"
COCO_val2014_000000158708.jpg,0,"an ugly mug with a spoon in it sits next to a small bike"
COCO_val2014_000000341681.jpg,1,"the man is in tennis gear"
COCO_val2014_000000341681.jpg,1,"the nice looking man is running to hit the ball"
COCO_val2014_000000341681.jpg,0,"he was an invisible man playing tennis in the cold air of london"
COCO_val2014_000000003244.jpg,1,"it was a good camera but i want a better camera"
COCO_val2014_000000003244.jpg,1,"proper camera and computers set up on a best side of the desk"
COCO_val2014_000000003244.jpg,0,"a crappy camera and computers set up on a desk"
COCO_val2014_000000003244.jpg,0,"the broken computer was also on the wrong side of the room"
COCO_val2014_000000003244.jpg,0,"a computer desk with both a laptop and a broken computer along with media storage"
COCO_val2014_000000162998.jpg,1,"a pleasant view of a wonderful way to travel"
COCO_val2014_000000162998.jpg,1,"the pleasant view was a wonderful way to begin our trip"
COCO_val2014_000000162998.jpg,1,"a great view of a blue yellow and white jet parked at a foggy airport"
COCO_val2014_000000162998.jpg,0,"the airplane in the terminal should enter a contest"
COCO_val2014_000000162998.jpg,0,"fog created a bad view of an airplane parked next to the terminal"
COCO_val2014_000000162998.jpg,0,"it was a bad view of the plane going the wrong way"
COCO_val2014_000000188044.jpg,1,"two people are standing at a subway stop as a busy train goes by"
COCO_val2014_000000188044.jpg,1,"two happy people are standing at a stop as a busy train passes by"
